"","ACTIVITY_TREATMENT_UNIT_ID","OPENING_ID","AREA","SPECIES","NUMBER_PLANTED","SEEDLOT_NUMBER","PLANTING_DATE","REGION","DISTRICT","YEAR","BGC","Zone","Subzone"
"3696",1807149,1064562,100.3,"BL",10760,43678,2006-06-04,"RSK","DSS",2006,"ESSFmc","ESSF","mc"
"3697",2804810,1387476,3.6,"BL",3300,43678,2012-06-06,"RSK","DND",2012,"SBSmc","SBS","mc"
"3698",741999,48261,7.2,"BL",920,43011,2000-05-01,"RSK","DND",2000,"SBSmc","SBS","mc"
"3699",1807649,98966,39.8,"BL",20166,32366,2005-05-30,"RSK","DSS",2005,"ICHmc","ICH","mc"
"3700",3338045,1605837,4.2,"BL",360,47716,2015-06-05,"RSK","DND",2015,"SBSmc","SBS","mc"
"3701",3359277,1597459,13.5,"BA",1830,43070,2016-05-19,"RSK","DKM",2016,"CWHws","CWH","ws"
"3702",2342073,36402,6.5,"BA",1440,41436,2009-06-01,"RSK","DKM",2009,"CWHws","CWH","ws"
"3703",2976039,1457814,3.4,"BA",2000,41423,2013-06-12,"RSK","DKM",2013,"CWHws","CWH","ws"
"3704",2830910,1456510,37.9,"BA",20000,41423,2012-05-23,"RSK","DKM",2012,"CWHws","CWH","ws"
"3705",397988,16516,8,"BA",2240,35006,1996-07-01,"RSK","DSS",1996,"CWHws","CWH","ws"
"3706",2481508,57296,15,"BA",8670,41427,2010-05-15,"RSK","DKM",2010,"ICHmc","ICH","mc"
"3707",2289617,47225,5.9,"BA",300,39587,2008-06-04,"RSK","DKM",2008,"CWHvm","CWH","vm"
"3708",398070,16531,3,"BA",605,35039,1995-08-01,"RSK","DSS",1995,"CWHws","CWH","ws"
"3709",399157,31485,12,"BL",9035,40005,1998-08-01,"RSK","DSS",1998,"ICHmc","ICH","mc"
"3710",401977,54226,39.3,"BL",20555,32367,1998-09-01,"RSK","DSS",1998,"ESSFmc","ESSF","mc"
"3711",672341,64261,2.3,"BA",1215,43078,1998-04-01,"RSK","DKM",1998,"CWHvh","CWH","vh"
"3712",672555,16942,23.7,"BA",240,35026,1994-05-01,"RSK","DKM",1994,"CWHvh","CWH","vh"
"3713",411853,40414,26.4,"BA",4590,35028,1996-04-01,"RSK","DKM",1996,"CWHvm","CWH","vm"
"3714",411853,40414,26.4,"BA",7415,32935,1996-04-01,"RSK","DKM",1996,"CWHvm","CWH","vm"
"3715",782439,48996,7.3,"BL",3150,39074,2000-07-20,"RCB","DQU",2000,"ESSFwk","ESSF","wk"
"3716",283011,66951,31.5,"BL",15750,43004,2001-08-13,"RSK","DKM",2001,"ICHmc","ICH","mc"
"3717",716308,8239,8.5,"BL",1820,40408,1999-08-31,"RCB","DQU",1999,"ESSFwk","ESSF","wk"
"3718",406992,28733,52.8,"BL",3356,35004,1995-06-01,"RSK","DKM",1995,"ICHvc","ICH","vc"
"3719",737137,83806,7.2,"BA",4665,40449,2000-05-01,"RSK","DKM",2000,"CWHvm","CWH","vm"
"3720",2472689,1226612,5.7,"BL",1040,44928,2010-07-12,"RCB","DCC",2010,"ESSFwc","ESSF","wc"
"3721",3586493,1700941,36,"BL",10140,40001,2017-09-01,"RSK","DSS",2017,"ESSFmc","ESSF","mc"
"3722",-237260021,-237260000,1.1,"BA",450,NA,1994-05-19,"RSK","DKM",1994,"CWHws","CWH","ws"
"3723",411873,40416,0.3,"BA",120,43078,1998-05-01,"RSK","DKM",1998,"CWHvm","CWH","vm"
"3724",412319,40469,2,"BA",2200,NA,1993-05-01,"RSK","DKM",1993,"CWHws","CWH","ws"
"3725",412323,40469,30.3,"BA",1800,8643,1995-05-01,"RSK","DKM",1995,"CWHws","CWH","ws"
"3726",412323,40469,30.3,"BA",900,35001,1995-05-01,"RSK","DKM",1995,"CWHws","CWH","ws"
"3727",412323,40469,30.3,"BA",350,32608,1995-05-01,"RSK","DKM",1995,"CWHws","CWH","ws"
"3728",274207,-744770000,1.6,"BL",1000,3716,1992-07-31,"ROM","DPG",1992,"ESSFmm","ESSF","mm"
"3729",109080,-226540000,6.4,"BA",4400,34987,1994-09-28,"RSK","DKM",1994,"CWHws","CWH","ws"
"3730",153121,3428,23.7,"BL",3825,39591,1998-05-31,"RSK","DKM",1998,"ICHmc","ICH","mc"
"3731",871034,79840,1.4,"BA",1170,32608,2001-05-01,"RSK","DKM",2001,"CWHws","CWH","ws"
"3732",1830269,1069952,8.4,"BA",4345,41428,2004-09-22,"RSK","DKM",2004,"ICHmc","ICH","mc"
"3733",1830270,1069952,29.6,"BA",8910,35574,2006-09-16,"RSK","DKM",2006,"ICHmc","ICH","mc"
"3734",1830270,1069952,29.6,"BA",6075,39638,2006-09-16,"RSK","DKM",2006,"ICHmc","ICH","mc"
"3735",1830270,1069952,29.6,"BA",330,39638,2006-09-16,"RSK","DKM",2006,"ICHmc","ICH","mc"
"3736",1830270,1069952,29.6,"BA",435,35574,2006-09-16,"RSK","DKM",2006,"ICHmc","ICH","mc"
"3737",1830270,1069952,29.6,"BL",7995,47445,2006-09-16,"RSK","DKM",2006,"ICHmc","ICH","mc"
"3738",2626723,1240655,5.8,"BA",255,10252,2010-06-10,"RSK","DKM",2010,"CWHws","CWH","ws"
"3739",2870590,1384390,19.7,"BA",7040,36055,2012-06-29,"RSK","DSS",2012,"ICHmc","ICH","mc"
"3740",3451733,1667232,59.6,"BL",3780,44993,2016-10-14,"RCB","DQU",2016,"ESSFwc","ESSF","wc"
"3741",3389677,1669565,46.4,"BL",10820,53508,2016-05-23,"ROM","DPG",2016,"SBSmk","SBS","mk"
"3742",407999,28675,12.5,"BL",5705,43007,1997-09-01,"RSK","DKM",1997,"ICHmc","ICH","mc"
"3743",407999,28675,12.5,"BL",2335,39993,1997-09-01,"RSK","DKM",1997,"ICHmc","ICH","mc"
"3744",1737846,74864,2.5,"BL",1104,43010,2005-06-10,"RSK","DND",2005,"SBSmc","SBS","mc"
"3745",846468,105498,10,"BL",1935,32366,2002-06-28,"RSK","DSS",2002,"SBSmc","SBS","mc"
"3746",1645142,15818,4.3,"BL",7600,43011,2004-07-18,"RSK","DND",2004,"ESSFmc","ESSF","mc"
"3747",3526716,1700703,25.9,"BL",8280,47715,2017-05-28,"RSK","DND",2017,"SBSmc","SBS","mc"
"3748",410331,47221,24.4,"BL",4050,39591,1998-06-01,"RSK","DKM",1998,"ICHmc","ICH","mc"
"3749",3661583,1685101,4.6,"BA",2970,41436,2019-09-26,"RSK","DKM",2019,"CWHws","CWH","ws"
"3750",672803,38692,4,"BA",1965,40449,1997-05-01,"RSK","DKM",1997,"CWHvm","CWH","vm"
"3751",672288,53962,2.6,"BA",1605,47460,1999-05-01,"RSK","DKM",1999,"CWHvm","CWH","vm"
"3752",672326,64254,25.5,"BA",11435,43078,1998-04-01,"RSK","DKM",1998,"CWHvm","CWH","vm"
"3753",1917348,1069727,12.8,"BA",1080,43077,2006-05-03,"RSK","DKM",2006,"CWHvm","CWH","vm"
"3754",232163,57456,10.5,"BL",3160,35573,1997-08-04,"RSK","DSS",1997,"ESSFmc","ESSF","mc"
"3755",2738055,1282614,25.5,"BL",11290,47714,2010-06-21,"RSK","DSS",2010,"SBSmc","SBS","mc"
"3756",480465,8318,3.7,"BL",1470,39074,1998-07-01,"RCB","DQU",1998,"ESSFwk","ESSF","wk"
"3757",408771,16864,21.8,"BA",3240,36023,1996-09-01,"RSK","DKM",1996,"CWHws","CWH","ws"
"3758",408771,16864,21.8,"BA",180,35561,1996-09-01,"RSK","DKM",1996,"CWHws","CWH","ws"
"3759",412217,40457,19.5,"BA",1280,47451,1999-05-01,"RSK","DKM",1999,"CWHws","CWH","ws"
"3760",412217,40457,19.5,"BA",12000,43076,1999-05-01,"RSK","DKM",1999,"CWHws","CWH","ws"
"3761",845825,69269,41.3,"BL",15040,40003,2001-08-15,"RSK","DSS",2001,"ICHmc","ICH","mc"
"3762",2120231,1069140,3.5,"BL",30,47450,2007-07-11,"RSK","DND",2007,"SBSmc","SBS","mc"
"3763",3101538,1543054,20.1,"BA",1995,43070,2013-05-10,"RSK","DKM",2013,"CWHws","CWH","ws"
"3764",3026708,1533310,7.5,"BA",1470,39638,2013-06-10,"RSK","DSS",2013,"ICHmc","ICH","mc"
"3765",3026471,1536311,48.5,"BL",30100,35573,2013-06-20,"RSK","DSS",2013,"ESSFmc","ESSF","mc"
"3766",411537,29232,27.5,"BA",4110,35028,1994-05-01,"RSK","DKM",1994,"CWHvm","CWH","vm"
"3767",403966,66134,12.8,"BL",4290,43010,1999-06-01,"RSK","DND",1999,"SBSmc","SBS","mc"
"3768",-225110029,-225110000,20,"BL",23000,NA,1989-08-01,"RSK","DKM",1989,"CWHws","CWH","ws"
"3769",407915,28660,1.5,"BA",450,39597,1996-09-01,"RSK","DKM",1996,"ICHmc","ICH","mc"
"3770",408201,28714,45,"BL",1330,39994,1997-06-01,"RSK","DKM",1997,"ICHvc","ICH","vc"
"3771",1830260,1026246,47.1,"BA",2865,41427,2006-09-22,"RSK","DKM",2006,"ICHmc","ICH","mc"
"3772",1830260,1026246,47.1,"BA",3510,39638,2006-09-22,"RSK","DKM",2006,"ICHmc","ICH","mc"
"3773",1830260,1026246,47.1,"BA",8910,41427,2006-09-22,"RSK","DKM",2006,"ICHmc","ICH","mc"
"3774",1830260,1026246,47.1,"BL",16920,43004,2006-09-22,"RSK","DKM",2006,"ICHmc","ICH","mc"
"3775",2804652,1387472,1.6,"BL",1330,43678,2012-06-03,"RSK","DND",2012,"SBSmc","SBS","mc"
"3776",768863,28651,7.4,"BL",5400,43003,2000-06-14,"RSK","DKM",2000,"ICHmc","ICH","mc"
"3777",768863,28651,7.4,"BL",690,47445,2000-06-14,"RSK","DKM",2000,"ICHmc","ICH","mc"
"3778",-118530022,-118530000,13,"BL",12000,NA,1991-06-01,"ROM","DPG",1991,"SBSvk","SBS","vk"
"3779",409688,36508,41,"BA",11160,NA,1993-05-01,"RSK","DKM",1993,"CWHws","CWH","ws"
"3780",-400390008,-400390000,21.5,"BL",4740,35573,1995-08-10,"RSK","DSS",1995,"ICHmc","ICH","mc"
"3781",409066,36371,2,"BA",450,36022,1997-09-01,"RSK","DKM",1997,"CWHws","CWH","ws"
"3782",410158,36604,9,"BL",255,39591,1996-06-01,"RSK","DKM",1996,"ICHmc","ICH","mc"
"3783",409173,36396,37,"BA",2212,32609,1994-05-01,"RSK","DKM",1994,"CWHws","CWH","ws"
"3784",3119177,1457692,2.7,"BA",3225,41436,2014-05-22,"RSK","DKM",2014,"CWHws","CWH","ws"
"3785",401074,15185,27.1,"BL",1980,32366,1996-05-01,"RSK","DSS",1996,"SBSmc","SBS","mc"
"3786",401074,15185,27.1,"BL",3165,32367,1996-05-01,"RSK","DSS",1996,"SBSmc","SBS","mc"
"3787",506206,30556,8.8,"BL",6020,30823,1995-06-01,"ROM","DVA",1995,"SBSwk","SBS","wk"
"3788",401682,44666,6.2,"BL",3820,32367,1998-06-01,"RSK","DSS",1998,"ESSFmc","ESSF","mc"
"3789",399358,57932,2.3,"BL",2635,40005,1999-06-01,"RSK","DSS",1999,"ICHmc","ICH","mc"
"3790",411114,28561,4,"BL",11450,32732,1997-05-01,"RSK","DKM",1997,"ICHmc","ICH","mc"
"3791",1794860,68007,41.3,"BL",1700,47450,2005-07-01,"ROM","DVA",2005,"SBSwk","SBS","wk"
"3792",1794860,68007,41.3,"BL",2672,47450,2005-07-01,"ROM","DVA",2005,"SBSwk","SBS","wk"
"3793",3337986,1603936,14.2,"BL",4140,47716,2015-06-03,"RSK","DSS",2015,"SBSmc","SBS","mc"
"3794",3315138,1616679,104.3,"BL",7080,47714,2015-07-14,"RSK","DND",2015,"SBSmc","SBS","mc"
"3795",3374432,1596716,2,"BL",195,43248,2016-06-03,"ROM","DPG",2016,"SBSvk","SBS","vk"
"3796",3588283,1683606,92.4,"BL",6750,53508,2018-08-06,"ROM","DMK",2018,"ESSFmv","ESSF","mv"
"3797",3588283,1683606,92.4,"BL",4410,53508,2018-08-06,"ROM","DMK",2018,"ESSFmv","ESSF","mv"
"3798",612529,-134160000,28.2,"BL",39710,43251,2000-07-06,"ROM","DPG",2000,"SBSwk","SBS","wk"
"3799",806521,90494,12.4,"BA",1035,40450,2001-04-01,"RSK","DKM",2001,"CWHvh","CWH","vh"
"3800",870944,56317,5.6,"BA",540,43077,2001-05-01,"RSK","DKM",2001,"CWHvm","CWH","vm"
"3801",870944,56317,5.6,"BA",162,43078,2001-05-01,"RSK","DKM",2001,"CWHvm","CWH","vm"
"3802",870944,56317,5.6,"BA",535,47460,2001-05-01,"RSK","DKM",2001,"CWHvm","CWH","vm"
"3803",315332,70550,15.2,"BA",5700,45359,2001-06-06,"RSK","DKM",2001,"CWHws","CWH","ws"
"3804",-43700015,-43700000,9,"BL",7000,3714,1992-06-01,"RSK","DSS",1992,"ESSFmc","ESSF","mc"
"3805",886728,87639,15.4,"BL",3270,47450,2001-06-10,"RSK","DND",2001,"SBSmc","SBS","mc"
"3806",2065602,1101270,95.6,"BL",14980,47368,2007-06-15,"RSK","DND",2007,"ESSFmc","ESSF","mc"
"3807",3572128,1696494,5.2,"BA",765,43070,2018-06-08,"RSK","DKM",2018,"CWHws","CWH","ws"
"3808",-49070020,-49070000,34,"BL",0,NA,1992-07-01,"RSK","DSS",1992,"SBSmc","SBS","mc"
"3809",407505,28823,13.4,"BL",2580,40025,1997-09-01,"RSK","DKM",1997,"ICHvc","ICH","vc"
"3810",407505,28823,13.4,"BL",9195,35004,1997-09-01,"RSK","DKM",1997,"ICHvc","ICH","vc"
"3811",1738072,15948,2.6,"BL",480,43011,2005-06-01,"RSK","DND",2005,"SBSmc","SBS","mc"
"3812",316256,72661,43.2,"BL",28575,43004,1999-09-28,"RSK","DKM",1999,"ICHmc","ICH","mc"
"3813",3477976,1668331,40.2,"BL",16310,47715,2017-06-18,"RSK","DND",2017,"ESSFmc","ESSF","mc"
"3814",407810,28642,10.5,"BA",5253,35008,1994-09-01,"RSK","DKM",1994,"ICHmc","ICH","mc"
"3815",401290,31278,25.1,"BL",11320,32367,1997-07-01,"RSK","DSS",1997,"ESSFmc","ESSF","mc"
"3816",683751,36341,42.9,"BA",12075,36025,1999-06-01,"RSK","DKM",1999,"CWHws","CWH","ws"
"3817",683751,36341,42.9,"BA",16940,35561,1999-06-01,"RSK","DKM",1999,"CWHws","CWH","ws"
"3818",683751,36341,42.9,"BA",3180,34989,1999-06-01,"RSK","DKM",1999,"CWHws","CWH","ws"
"3819",3551260,1477850,1,"BA",350,41424,2018-09-16,"RSK","DKM",2018,"CWHws","CWH","ws"
"3820",411026,28551,15.2,"BL",8200,32732,1994-10-01,"RSK","DKM",1994,"ICHmc","ICH","mc"
"3821",1808015,54232,30.5,"BL",6460,43678,2006-06-12,"RSK","DSS",2006,"ESSFmc","ESSF","mc"
"3822",402012,56924,52.7,"BL",22020,32367,1998-07-01,"RSK","DSS",1998,"ESSFmc","ESSF","mc"
"3823",399422,63701,15.5,"BL",10550,40005,1999-06-01,"RSK","DSS",1999,"ICHmc","ICH","mc"
"3824",3004090,1507590,63.6,"BL",9300,47714,2013-06-28,"RSK","DND",2013,"SBSmc","SBS","mc"
"3825",3594694,1685215,21.8,"BL",12380,47714,2018-06-13,"RSK","DSS",2018,"ESSFmc","ESSF","mc"
"3826",411063,28556,11,"BL",6745,32732,1995-09-01,"RSK","DKM",1995,"ICHmc","ICH","mc"
"3827",3069508,1447673,14.3,"BL",7200,43678,2013-05-30,"RSK","DSS",2013,"SBSmc","SBS","mc"
"3828",3621448,1695821,26,"BA",6912,35563,2018-06-06,"RSK","DKM",2018,"CWHws","CWH","ws"
"3829",-219860016,-219860000,63,"BA",35000,NA,1985-06-01,"RSK","DKM",1985,"CWHws","CWH","ws"
"3830",412122,40447,4.5,"BA",1000,43076,1997-05-01,"RSK","DKM",1997,"CWHws","CWH","ws"
"3831",412567,40510,13.9,"BA",2180,43078,1988-05-01,"RSK","DKM",1988,"CWHvm","CWH","vm"
"3832",412567,40510,13.9,"BA",7810,43077,1988-05-01,"RSK","DKM",1988,"CWHvm","CWH","vm"
"3833",412567,40510,13.9,"BA",10,40449,1988-05-01,"RSK","DKM",1988,"CWHvm","CWH","vm"
"3834",-404710017,-404710000,9,"BL",1800,28838,1991-06-01,"RSK","DSS",1991,"ICHmc","ICH","mc"
"3835",-240290015,-240290000,42,"BA",0,NA,1991-04-01,"RSK","DKM",1991,"CWHws","CWH","ws"
"3836",259711,3965,42.2,"BL",9750,NA,1999-06-16,"RSK","DSS",1999,"SBSmc","SBS","mc"
"3837",671240,16980,44.1,"BA",13000,NA,1993-04-01,"RSK","DKM",1993,"CWHvh","CWH","vh"
"3838",671617,17044,10.3,"BA",5655,35030,1996-04-01,"RSK","DKM",1996,"CWHvm","CWH","vm"
"3839",407433,28809,47.5,"BL",18305,40023,1998-06-01,"RSK","DKM",1998,"ICHvc","ICH","vc"
"3840",407433,28809,47.5,"BL",4200,43002,1998-06-01,"RSK","DKM",1998,"ICHvc","ICH","vc"
"3841",407433,28809,47.5,"BL",8400,43003,1998-06-01,"RSK","DKM",1998,"ICHvc","ICH","vc"
"3842",397145,59070,39.9,"BL",6220,43001,1998-05-01,"RSK","DSS",1998,"ICHmc","ICH","mc"
"3843",280871,66308,10.4,"BA",6750,35574,2001-06-20,"RSK","DSS",2001,"CWHws","CWH","ws"
"3844",3505610,1620077,21.6,"BA",2970,43070,2015-05-03,"RSK","DKM",2015,"CWHws","CWH","ws"
"3845",3676553,1673294,6.3,"BL",840,43007,2019-05-28,"RSK","DKM",2019,"ICHvc","ICH","vc"
"3846",-225280018,-225280000,17,"BA",0,NA,1990-06-01,"RSK","DKM",1990,"CWHws","CWH","ws"
"3847",408713,16844,9.1,"BA",1620,32609,1997-05-01,"RSK","DKM",1997,"CWHws","CWH","ws"
"3848",408713,16844,9.1,"BA",1485,32609,1997-05-01,"RSK","DKM",1997,"CWHws","CWH","ws"
"3849",406909,28723,101.7,"BL",47450,35004,1995-06-01,"RSK","DKM",1995,"ICHvc","ICH","vc"
"3850",886666,75914,25.5,"BL",1095,47450,2001-05-30,"RSK","DND",2001,"SBSmc","SBS","mc"
"3851",915835,103104,21.9,"BL",1545,43004,2002-06-19,"RSK","DKM",2002,"ICHmc","ICH","mc"
"3852",1875648,1051980,2.2,"BL",300,47450,2006-06-15,"RSK","DND",2006,"SBSdk","SBS","dk"
"3853",3489905,1645980,21.5,"BA",5400,43070,2015-05-29,"RSK","DKM",2015,"CWHws","CWH","ws"
"3854",2367769,1284150,10.8,"BL",1995,47714,2009-07-18,"RSK","DSS",2009,"SBSmc","SBS","mc"
"3855",1648470,106910,43.3,"BL",22080,32353,2004-06-15,"RSK","DND",2004,"SBSmc","SBS","mc"
"3856",3207096,1497350,56.6,"BL",3780,53508,2014-06-22,"ROM","DPG",2014,"SBSwk","SBS","wk"
"3857",3338031,1562439,10.7,"BL",2680,47716,2015-06-03,"RSK","DND",2015,"SBSmc","SBS","mc"
"3858",161611,1017,6.2,"BL",3765,39590,1997-05-15,"RSK","DKM",1997,"ICHmc","ICH","mc"
"3859",731905,56159,33.2,"BA",10470,36024,2000-06-01,"RSK","DKM",2000,"CWHws","CWH","ws"
"3860",731905,56159,33.2,"BA",560,41423,2000-06-01,"RSK","DKM",2000,"CWHws","CWH","ws"
"3861",3276689,1604356,8.1,"BA",2025,41436,2015-09-04,"RSK","DKM",2015,"CWHws","CWH","ws"
"3862",411550,34186,18.8,"BA",2720,NA,1993-05-01,"RSK","DKM",1993,"CWHws","CWH","ws"
"3863",1781385,106599,10.3,"BA",2320,8643,2005-05-07,"RSK","DKM",2005,"CWHws","CWH","ws"
"3864",1781385,106599,10.3,"BA",7820,43076,2005-05-07,"RSK","DKM",2005,"CWHws","CWH","ws"
"3865",409022,36348,8,"BA",2205,32609,1998-06-01,"RSK","DKM",1998,"CWHws","CWH","ws"
"3866",326954,71708,51,"BL",27225,43004,2000-06-04,"RSK","DKM",2000,"ICHmc","ICH","mc"
"3867",326954,71708,51,"BL",12825,39590,2000-06-04,"RSK","DKM",2000,"ICHmc","ICH","mc"
"3868",397857,16496,44.7,"BL",10440,NA,1992-08-01,"RSK","DSS",1992,"CWHws","CWH","ws"
"3869",411364,28597,75.9,"BL",27285,NA,1993-05-01,"RSK","DKM",1993,"ICHvc","ICH","vc"
"3870",411479,28606,92.9,"BL",41160,NA,1993-10-01,"RSK","DKM",1993,"ICHvc","ICH","vc"
"3871",822600,55688,22.6,"BL",6900,47446,2001-06-15,"RSK","DSS",2001,"ICHmc","ICH","mc"
"3872",1692880,110689,6.1,"BA",1925,40449,2004-05-10,"RSK","DKM",2004,"CWHvm","CWH","vm"
"3873",740931,93650,35.2,"BA",18825,35563,2002-06-22,"RSK","DKM",2002,"CWHws","CWH","ws"
"3874",466306,74263,8,"BL",720,32377,2002-06-19,"RSK","DND",2002,"SBSmc","SBS","mc"
"3875",2065594,1101214,16.8,"BL",2880,47368,2007-06-13,"RSK","DND",2007,"ESSFmc","ESSF","mc"
"3876",3456701,1668794,13.5,"BL",4680,39582,2017-06-22,"RSK","DSS",2017,"ICHvc","ICH","vc"
"3877",291721,-221130000,2.9,"BA",1005,43070,1998-06-09,"RSK","DKM",1998,"CWHws","CWH","ws"
"3878",494742,15635,10.4,"BL",9840,39608,1995-07-01,"RSK","DND",1995,"SBSmc","SBS","mc"
"3879",713535,56056,41.6,"BL",13980,40408,1999-08-15,"RCB","DQU",1999,"ESSFwk","ESSF","wk"
"3880",225147,52275,1.9,"BL",900,43004,1998-09-14,"RSK","DKM",1998,"ICHmc","ICH","mc"
"3881",860563,72656,41.7,"BA",8895,41427,2002-06-26,"RSK","DKM",2002,"ICHmc","ICH","mc"
"3882",805219,75022,27.3,"BL",630,47450,2000-06-01,"RSK","DND",2000,"SBSmc","SBS","mc"
"3883",1909436,86535,1.1,"BA",1440,35563,2003-09-17,"RSK","DKM",2003,"ICHmc","ICH","mc"
"3884",2562563,1318690,16.5,"BA",8580,41437,2010-09-08,"RSK","DKM",2010,"CWHws","CWH","ws"
"3885",2562564,1318690,32.2,"BA",14900,41437,2010-09-08,"RSK","DKM",2010,"CWHws","CWH","ws"
"3886",2709295,1422410,9,"BL",2700,47714,2010-07-23,"RSK","DSS",2010,"SBSmc","SBS","mc"
"3887",2624791,1309011,0.7,"BL",238,43678,2011-06-13,"RSK","DND",2011,"SBSmc","SBS","mc"
"3888",412815,56742,18.8,"BA",8170,43077,1998-05-01,"RSK","DKM",1998,"CWHvm","CWH","vm"
"3889",412815,56742,18.8,"BA",3330,43078,1998-05-01,"RSK","DKM",1998,"CWHvm","CWH","vm"
"3890",2322008,73489,12.9,"BL",3780,47716,2009-06-04,"RSK","DND",2009,"SBSmc","SBS","mc"
"3891",409454,36462,16,"BA",7840,NA,1992-05-01,"RSK","DKM",1992,"CWHws","CWH","ws"
"3892",3575698,1691770,34.4,"BL",9600,44978,2018-06-15,"RCB","DCC",2018,"ESSFwk","ESSF","wk"
"3893",408986,36331,24,"BA",20100,36022,1997-09-01,"RSK","DKM",1997,"CWHws","CWH","ws"
"3894",408986,36331,24,"BA",6525,35567,1997-09-01,"RSK","DKM",1997,"CWHws","CWH","ws"
"3895",408986,36331,24,"BA",7440,35561,1997-09-01,"RSK","DKM",1997,"CWHws","CWH","ws"
"3896",230624,-221430000,23.1,"BL",6100,43004,1998-05-29,"RSK","DKM",1998,"ICHmc","ICH","mc"
"3897",230624,-221430000,23.1,"BL",7000,39582,1998-05-29,"RSK","DKM",1998,"ICHmc","ICH","mc"
"3898",411224,28579,3.4,"BL",4625,39582,1999-05-01,"RSK","DKM",1999,"ICHmc","ICH","mc"
"3899",1828721,107977,6.9,"BL",1495,47445,2006-06-21,"RSK","DSS",2006,"SBSmc","SBS","mc"
"3900",270752,-220540000,2.8,"BL",900,32732,1997-05-03,"RSK","DKM",1997,"ICHmc","ICH","mc"
"3901",729646,66545,50.5,"BL",28945,39590,2000-06-01,"RSK","DKM",2000,"ICHmc","ICH","mc"
"3902",729646,66545,50.5,"BL",2215,40024,2000-06-01,"RSK","DKM",2000,"ICHmc","ICH","mc"
"3903",729646,66545,50.5,"BL",5700,47444,2000-06-01,"RSK","DKM",2000,"ICHmc","ICH","mc"
"3904",2422986,1254791,35.8,"BL",10800,39582,2009-05-30,"RSK","DSS",2009,"ICHmc","ICH","mc"
"3905",3337988,1603975,9.7,"BL",2710,47716,2015-05-30,"RSK","DSS",2015,"SBSmc","SBS","mc"
"3906",411907,40420,0.7,"BA",780,40449,1998-09-01,"RSK","DKM",1998,"CWHvm","CWH","vm"
"3907",344670,-295990000,22.4,"BL",6630,39428,2000-07-07,"ROM","DMK",2000,"ESSFmv","ESSF","mv"
"3908",344670,-295990000,22.4,"BL",16365,39428,2000-07-07,"ROM","DMK",2000,"ESSFmv","ESSF","mv"
"3909",727974,-224890000,5,"BA",3000,34987,1997-05-19,"RSK","DKM",1997,"CWHws","CWH","ws"
"3910",1666577,55069,32.9,"BL",5650,47450,2003-06-01,"RSK","DND",2003,"SBSmc","SBS","mc"
"3911",841761,65988,11.2,"BA",1560,40450,2001-04-01,"RSK","DKM",2001,"CWHvm","CWH","vm"
"3912",1666929,81757,44.1,"BL",525,47450,2003-06-01,"RSK","DND",2003,"SBSmc","SBS","mc"
"3913",1797073,96100,35.8,"BL",2645,47450,2005-07-18,"RSK","DND",2005,"SBSmc","SBS","mc"
"3914",1797073,96100,35.8,"BL",3085,47450,2005-07-18,"RSK","DND",2005,"SBSmc","SBS","mc"
"3915",2062896,116362,12,"BA",6390,47451,2007-06-15,"RSK","DKM",2007,"CWHws","CWH","ws"
"3916",2062896,116362,12,"BA",2885,35563,2007-06-15,"RSK","DKM",2007,"CWHws","CWH","ws"
"3917",1984477,1048840,3.4,"BA",330,43070,2007-07-16,"RSK","DKM",2007,"CWHws","CWH","ws"
"3918",2065313,1151091,66.2,"BL",26460,39582,2007-07-02,"RSK","DSS",2007,"ICHmc","ICH","mc"
"3919",-240300018,-240300000,6,"BA",3000,8643,1992-05-01,"RSK","DKM",1992,"CWHws","CWH","ws"
"3920",418474,48407,3.3,"BL",510,40023,1998-07-01,"RSK","DKM",1998,"ICHmc","ICH","mc"
"3921",845823,69274,34.9,"BL",15840,40003,2001-08-15,"RSK","DSS",2001,"ICHmc","ICH","mc"
"3922",612890,85490,53.8,"BA",16295,39638,2001-08-14,"RSK","DKM",2001,"ICHmc","ICH","mc"
"3923",2422814,1255550,6.2,"BL",5940,47447,2009-06-03,"RSK","DSS",2009,"ICHmc","ICH","mc"
"3924",3489892,1620036,5.2,"BA",345,43070,2015-05-15,"RSK","DKM",2015,"CWHws","CWH","ws"
"3925",412828,57437,33,"BA",11025,40449,1999-05-01,"RSK","DKM",1999,"CWHvm","CWH","vm"
"3926",412828,57437,33,"BA",2100,43077,1999-05-01,"RSK","DKM",1999,"CWHvm","CWH","vm"
"3927",107871,418,27,"BA",3510,35026,1997-04-30,"RSK","DKM",1997,"CWHvh","CWH","vh"
"3928",107871,418,27,"BA",5220,40450,1997-04-30,"RSK","DKM",1997,"CWHvh","CWH","vh"
"3929",288972,1423,80.1,"BA",18480,35006,1998-06-04,"RSK","DSS",1998,"ICHmc","ICH","mc"
"3930",408029,28680,25.3,"BL",3645,35009,1997-09-01,"RSK","DKM",1997,"ICHmc","ICH","mc"
"3931",2298841,84990,7,"BA",3360,41437,2008-10-10,"RSK","DKM",2008,"CWHws","CWH","ws"
"3932",976201,85660,10.9,"BL",1760,40017,2003-06-01,"RSK","DSS",2003,"ICHmc","ICH","mc"
"3933",976201,85660,10.9,"BL",1460,39592,2003-06-01,"RSK","DSS",2003,"ICHmc","ICH","mc"
