"","ACTIVITY_TREATMENT_UNIT_ID","OPENING_ID","AREA","SPECIES","NUMBER_PLANTED","SEEDLOT_NUMBER","PLANTING_DATE","REGION","DISTRICT","YEAR","BGC","Zone","Subzone"
"2331",-346390013,-346390000,20,"BA",16000,8713,1993-05-01,"RSK","DKM",1993,"CWHvm","CWH","vm"
"2332",773692,68447,3.2,"BL",1470,47450,1999-08-01,"RSK","DND",1999,"SBSmc","SBS","mc"
"2333",3657121,1700956,0.6,"BL",165,43007,2019-06-23,"RSK","DSS",2019,"ICHmc","ICH","mc"
"2334",3657121,1700956,0.6,"BA",75,39636,2019-06-23,"RSK","DSS",2019,"ICHmc","ICH","mc"
"2335",-226530028,-226530000,33.6,"BL",13410,39593,1995-09-15,"RSK","DKM",1995,"ICHvc","ICH","vc"
"2336",727546,44215,14.6,"BL",3785,43005,2001-06-02,"RSK","DSS",2001,"ICHmc","ICH","mc"
"2337",2624759,1309000,0.8,"BL",269,43678,2011-06-15,"RSK","DND",2011,"SBSmc","SBS","mc"
"2338",1737844,15810,10.9,"BL",1420,43010,2004-07-18,"RSK","DND",2004,"ESSFmc","ESSF","mc"
"2339",1737844,15810,10.9,"BL",1200,43011,2004-07-18,"RSK","DND",2004,"ESSFmc","ESSF","mc"
"2340",498851,46258,10.6,"BL",1880,43011,1998-06-01,"RSK","DND",1998,"SBSmc","SBS","mc"
"2341",2304490,1196452,11.9,"BA",2685,43076,2008-09-05,"RSK","DKM",2008,"CWHws","CWH","ws"
"2342",409142,36390,11.2,"BA",1800,NA,1991-06-01,"RSK","DKM",1991,"MHmm","MH","mm"
"2343",1714923,49133,27.1,"BL",15600,47969,2004-07-01,"ROM","DMK",2004,"ESSFmv","ESSF","mv"
"2344",3276695,44998,2.1,"BA",1785,41437,2015-09-07,"RSK","DKM",2015,"CWHws","CWH","ws"
"2345",259511,4082,22.4,"BL",6570,NA,1999-06-17,"RSK","DSS",1999,"SBSmc","SBS","mc"
"2346",410872,28530,4,"BL",3800,32732,1997-05-01,"RSK","DKM",1997,"ICHmc","ICH","mc"
"2347",3383154,1649816,36.2,"BL",8415,43011,2016-06-03,"RSK","DSS",2016,"ICHmc","ICH","mc"
"2348",3383154,1649816,36.2,"BL",3920,43010,2016-06-03,"RSK","DSS",2016,"ICHmc","ICH","mc"
"2349",1626824,-406260000,11,"BL",16887,39582,2004-07-01,"RSK","DSS",2004,"ICHmc","ICH","mc"
"2350",411346,28595,1.5,"BL",2025,39582,1998-05-01,"RSK","DKM",1998,"ICHvc","ICH","vc"
"2351",411346,28595,1.5,"BL",660,47480,1998-05-01,"RSK","DKM",1998,"ICHvc","ICH","vc"
"2352",399174,44967,26,"BL",16445,40007,1998-08-01,"RSK","DSS",1998,"ICHmc","ICH","mc"
"2353",1678344,97561,38,"BA",1584,43077,2003-04-25,"RSK","DKM",2003,"CWHvh","CWH","vh"
"2354",1678344,97561,38,"BA",6336,43077,2003-04-25,"RSK","DKM",2003,"CWHvh","CWH","vh"
"2355",3345622,1612035,8,"BA",480,40449,2016-04-24,"RSK","DKM",2016,"CWHvh","CWH","vh"
"2356",2220405,-406260000,28.4,"BL",10150,40017,2008-06-15,"RSK","DSS",2008,"ICHmc","ICH","mc"
"2357",3004014,1383250,12.6,"BL",720,47714,2013-07-05,"RSK","DND",2013,"SBSmc","SBS","mc"
"2358",-336180015,-336180000,38,"BA",0,NA,1991-05-01,"RSK","DKM",1991,"CWHvh","CWH","vh"
"2359",3214490,1556516,56.5,"BL",5590,53508,2014-06-13,"ROM","DPG",2014,"SBSwk","SBS","wk"
"2360",671984,65984,14.6,"BA",3505,40449,1999-05-01,"RSK","DKM",1999,"CWHvm","CWH","vm"
"2361",822604,85823,22,"BL",440,47446,2001-05-15,"RSK","DSS",2001,"ICHmc","ICH","mc"
"2362",412157,40452,10,"BA",3620,NA,1993-05-01,"RSK","DKM",1993,"CWHws","CWH","ws"
"2363",3206976,1083828,8.4,"BA",825,10252,2010-05-21,"RSK","DKM",2010,"CWHws","CWH","ws"
"2364",479816,8218,2,"BL",602,40408,1998-07-01,"RCB","DQU",1998,"ESSFwk","ESSF","wk"
"2365",715622,44497,30,"BL",10232,40408,1999-08-15,"RCB","DQU",1999,"ESSFwk","ESSF","wk"
"2366",2668941,1308790,32.2,"BL",27900,47714,2011-07-04,"RSK","DND",2011,"ESSFmc","ESSF","mc"
"2367",3350280,1370150,7.5,"BA",2040,35566,2015-05-27,"RSK","DKM",2015,"CWHws","CWH","ws"
"2368",3456731,1649852,22,"BL",6480,39582,2017-06-18,"RSK","DSS",2017,"ICHwc","ICH","wc"
"2369",3303643,1646487,21.2,"BL",2840,40408,2015-08-07,"RCB","DQU",2015,"ESSFwk","ESSF","wk"
"2370",3303643,1646487,21.2,"BL",6840,44993,2015-08-07,"RCB","DQU",2015,"ESSFwk","ESSF","wk"
"2371",671553,17034,6.5,"BA",680,35026,1995-05-01,"RSK","DKM",1995,"CWHvm","CWH","vm"
"2372",407333,28785,11.3,"BL",5730,40058,1999-06-01,"RSK","DKM",1999,"ICHvc","ICH","vc"
"2373",768766,28796,24.2,"BL",6230,40023,2000-05-29,"RSK","DKM",2000,"ICHvc","ICH","vc"
"2374",418448,43541,0.9,"BL",132,39592,1995-06-01,"RSK","DKM",1995,"CWHws","CWH","ws"
"2375",975493,52104,0.1,"BA",60,40449,2002-05-01,"RSK","DKM",2002,"CWHvh","CWH","vh"
"2376",2544557,1093212,14.7,"BL",5800,39074,2009-07-31,"RCB","DQU",2009,"ESSFwk","ESSF","wk"
"2377",2795334,1440417,20.4,"BL",1260,47714,2012-06-25,"RSK","DND",2012,"SBSdk","SBS","dk"
"2378",103599,497,16.3,"BA",6075,35026,1996-04-23,"RSK","DKM",1996,"CWHvm","CWH","vm"
"2379",412793,53554,58.4,"BL",7560,39582,1999-05-01,"RSK","DKM",1999,"ICHmc","ICH","mc"
"2380",412793,53554,58.4,"BL",29160,40058,1999-05-01,"RSK","DKM",1999,"ICHmc","ICH","mc"
"2381",412793,53554,58.4,"BL",1620,40024,1999-05-01,"RSK","DKM",1999,"ICHmc","ICH","mc"
"2382",-336170041,-336170000,48,"BA",40000,NA,1982-07-01,"RSK","DKM",1982,"CWHvm","CWH","vm"
"2383",407229,28767,58.2,"BL",26840,40058,1999-06-01,"RSK","DKM",1999,"ICHvc","ICH","vc"
"2384",770905,52051,42.7,"BL",27300,43101,2000-06-18,"RSK","DKM",2000,"ICHvc","ICH","vc"
"2385",770905,52051,42.7,"BL",3195,43003,2000-06-18,"RSK","DKM",2000,"ICHvc","ICH","vc"
"2386",871015,70803,2.8,"BA",1700,32608,2001-05-01,"RSK","DKM",2001,"CWHws","CWH","ws"
"2387",776220,69283,8.8,"BL",2120,47446,2000-08-15,"RSK","DSS",2000,"ICHmc","ICH","mc"
"2388",2040090,1074768,35.5,"BL",19170,40408,2007-07-17,"RCB","DQU",2007,"ESSFwk","ESSF","wk"
"2389",2708992,1424170,63.8,"BL",13185,47714,2010-07-23,"RSK","DSS",2010,"SBSmc","SBS","mc"
"2390",3281284,1650028,97.1,"BL",37160,43001,2015-07-28,"RSK","DSS",2015,"ICHwc","ICH","wc"
"2391",3554300,1650028,3.2,"BL",2160,39591,2018-06-12,"RSK","DSS",2018,"ICHwc","ICH","wc"
"2392",408264,16744,39,"BA",9180,NA,1993-05-01,"RSK","DKM",1993,"CWHws","CWH","ws"
"2393",408440,16781,19,"BA",2700,34987,1996-05-01,"RSK","DKM",1996,"CWHws","CWH","ws"
"2394",671404,17014,0.4,"BA",70,32935,1996-04-01,"RSK","DKM",1996,"CWHvm","CWH","vm"
"2395",407175,28760,24.2,"BL",4690,40023,1998-06-01,"RSK","DKM",1998,"ICHvc","ICH","vc"
"2396",407175,28760,24.2,"BL",17020,40024,1998-06-01,"RSK","DKM",1998,"ICHvc","ICH","vc"
"2397",347378,79185,29.9,"BA",14850,35026,2002-06-20,"RSK","DKM",2002,"CWHvm","CWH","vm"
"2398",2358187,1231573,0.4,"BL",128,47714,2009-06-29,"RSK","DND",2009,"SBSdk","SBS","dk"
"2399",30233,-483540000,14.1,"BL",6300,27152,1994-08-04,"RCB","DQU",1994,"ESSFwk","ESSF","wk"
"2400",408216,45168,9,"BL",4605,43007,1998-05-01,"RSK","DKM",1998,"ICHmc","ICH","mc"
"2401",408216,45168,9,"BA",5880,39585,1998-05-01,"RSK","DKM",1998,"ICHmc","ICH","mc"
"2402",775681,50881,22.7,"BL",12694,32366,1997-06-10,"RSK","DSS",1997,"SBSmc","SBS","mc"
"2403",775681,50881,22.7,"BL",150,32367,1997-06-10,"RSK","DSS",1997,"SBSmc","SBS","mc"
"2404",3071274,1540914,49.3,"BL",15750,43678,2013-06-04,"RSK","DSS",2013,"ESSFmc","ESSF","mc"
"2405",3551233,1608636,0.5,"BA",350,41424,2018-09-16,"RSK","DKM",2018,"CWHws","CWH","ws"
"2406",410130,36601,52.5,"BA",16200,32609,1995-06-01,"RSK","DKM",1995,"CWHws","CWH","ws"
"2407",3119154,1557476,14,"BA",10110,41436,2014-06-01,"RSK","DKM",2014,"CWHws","CWH","ws"
"2408",398086,16534,14,"BA",8595,35039,1995-08-01,"RSK","DSS",1995,"CWHws","CWH","ws"
"2409",464397,16534,9.9,"BL",6085,40007,1999-08-01,"RSK","DSS",1999,"CWHws","CWH","ws"
"2410",398802,16650,47.1,"BL",18200,40007,1995-08-01,"RSK","DSS",1995,"ESSFwv","ESSF","wv"
"2411",398802,16650,47.1,"BL",9545,35573,1995-08-01,"RSK","DSS",1995,"ESSFwv","ESSF","wv"
"2412",2242548,64707,19.7,"BL",4410,39582,2008-06-30,"RSK","DKM",2008,"ICHmc","ICH","mc"
"2413",2242548,64707,19.7,"BL",4860,39582,2008-06-30,"RSK","DKM",2008,"ICHmc","ICH","mc"
"2414",3417244,1166350,10.1,"BA",2270,35560,2007-07-16,"RSK","DKM",2007,"CWHws","CWH","ws"
"2415",3246638,1649327,32,"BA",315,35566,2013-06-29,"RSK","DSS",2013,"CWHws","CWH","ws"
"2416",672255,53151,7.3,"BA",3405,43078,1999-05-01,"RSK","DKM",1999,"CWHvm","CWH","vm"
"2417",1726775,73990,15.5,"BA",6690,47460,2002-06-01,"RSK","DKM",2002,"CWHvm","CWH","vm"
"2418",731958,46171,1.5,"BA",550,36024,2000-05-01,"RSK","DKM",2000,"CWHws","CWH","ws"
"2419",955311,58753,10.2,"BL",1625,47450,2006-06-22,"RSK","DND",2006,"SBSmc","SBS","mc"
"2420",886699,59264,54.8,"BL",4850,47450,2001-06-05,"RSK","DND",2001,"SBSmc","SBS","mc"
"2421",957474,97892,6,"BL",255,32353,2003-06-15,"RSK","DSS",2003,"SBSmc","SBS","mc"
"2422",3004088,1427450,88,"BL",12240,47714,2013-06-29,"RSK","DND",2013,"SBSmc","SBS","mc"
"2423",412691,47686,23.9,"BA",10465,43078,1997-09-01,"RSK","DKM",1997,"CWHvm","CWH","vm"
"2424",1882429,87026,28.1,"BL",13390,44929,2006-07-23,"RCB","DQU",2006,"ESSFwk","ESSF","wk"
"2425",397476,28434,7.5,"BL",1900,NA,1993-05-01,"RSK","DSS",1993,"ICHmc","ICH","mc"
"2426",412754,49905,7.4,"BA",2565,40449,1998-09-01,"RSK","DKM",1998,"CWHvm","CWH","vm"
"2427",1873802,60047,49.7,"BL",10200,47450,2006-06-18,"RSK","DND",2006,"ESSFmc","ESSF","mc"
"2428",1873802,60047,49.7,"BL",1805,47450,2006-06-18,"RSK","DND",2006,"ESSFmc","ESSF","mc"
"2429",1873802,60047,49.7,"BL",1400,47450,2006-06-18,"RSK","DND",2006,"ESSFmc","ESSF","mc"
"2430",1701395,67488,19.7,"BL",2160,39428,1999-07-01,"ROM","DMK",1999,"ESSFmv","ESSF","mv"
"2431",807456,90498,1.1,"BA",50,40450,2001-04-01,"RSK","DKM",2001,"CWHvh","CWH","vh"
"2432",975751,88140,13.9,"BA",1517,40449,2002-05-01,"RSK","DKM",2002,"CWHvh","CWH","vh"
"2433",356913,69483,48.7,"BL",30000,43251,2001-07-07,"ROM","DPG",2001,"SBSvk","SBS","vk"
"2434",407961,28669,7.2,"BL",2880,35009,1997-09-01,"RSK","DKM",1997,"ICHmc","ICH","mc"
"2435",407961,28669,7.2,"BL",2880,39993,1997-09-01,"RSK","DKM",1997,"ICHmc","ICH","mc"
"2436",408163,28708,5.8,"BL",6150,39994,1998-05-01,"RSK","DKM",1998,"ICHmc","ICH","mc"
"2437",174647,49522,27,"BL",905,32366,1999-06-14,"RSK","DND",1999,"SBSmc","SBS","mc"
"2438",510830,57251,25.2,"BL",320,39454,1998-08-01,"ROM","DVA",1998,"ESSFmv","ESSF","mv"
"2439",2054789,1108249,1.6,"BL",320,43011,2007-06-09,"RSK","DND",2007,"SBSmc","SBS","mc"
"2440",2624795,1309003,6.9,"BL",2325,43678,2011-06-13,"RSK","DND",2011,"SBSmc","SBS","mc"
"2441",2302235,100613,2.4,"BA",495,43076,2008-10-02,"RSK","DKM",2008,"CWHws","CWH","ws"
"2442",2679321,1305911,81.4,"BL",7640,47716,2011-06-10,"RSK","DND",2011,"SBSmc","SBS","mc"
"2443",2679321,1305911,81.4,"BL",960,47716,2011-06-10,"RSK","DND",2011,"SBSmc","SBS","mc"
"2444",409168,36395,20,"BA",15552,32609,1994-05-01,"RSK","DKM",1994,"CWHws","CWH","ws"
"2445",1683038,1339910,0.7,"BA",270,40450,2004-05-22,"RSK","DKM",2004,"CWHvh","CWH","vh"
"2446",741164,71293,54.4,"BA",20125,35023,2000-08-15,"RSK","DSS",2000,"ICHmc","ICH","mc"
"2447",2116072,1166177,3.1,"BA",1020,35563,2007-07-17,"RSK","DKM",2007,"CWHws","CWH","ws"
"2448",2116072,1166177,3.1,"BA",600,35563,2007-07-17,"RSK","DKM",2007,"CWHws","CWH","ws"
"2449",3337956,1605566,23.8,"BL",6095,47716,2015-05-26,"RSK","DSS",2015,"SBSmc","SBS","mc"
"2450",154531,2406,2.8,"BL",1890,39590,1997-06-01,"RSK","DKM",1997,"ICHmc","ICH","mc"
"2451",761097,69677,35.3,"BL",5420,43678,2000-07-01,"RSK","DSS",2000,"ESSFmc","ESSF","mc"
"2452",283066,66959,15,"BA",4455,35563,1998-05-22,"RSK","DKM",1998,"CWHws","CWH","ws"
"2453",283066,66959,15,"BA",15,43070,1998-05-22,"RSK","DKM",1998,"CWHws","CWH","ws"
"2454",2127080,1066063,5.6,"BL",270,47450,2007-06-18,"RSK","DND",2007,"SBSmc","SBS","mc"
"2455",3335783,1604935,14.1,"BL",4860,47716,2015-05-22,"RSK","DSS",2015,"SBSmc","SBS","mc"
"2456",276449,65242,10,"BL",3705,43005,2001-08-22,"RSK","DSS",2001,"SBSmc","SBS","mc"
"2457",3515388,1671491,7.8,"BA",1380,47460,2017-07-10,"RSK","DKM",2017,"CWHvh","CWH","vh"
"2458",3134609,1562495,3.7,"BA",2955,40175,2014-06-17,"RSK","DKM",2014,"CWHws","CWH","ws"
"2459",832781,55262,25.6,"BA",4840,41424,2001-10-02,"RSK","DKM",2001,"CWHws","CWH","ws"
"2460",-352580016,-352580000,1,"BA",0,NA,1988-06-01,"RSK","DKM",1988,"CWHvh","CWH","vh"
"2461",945899,6039,0.5,"BL",105,44928,2002-07-01,"RCB","DMH",2002,"ESSFwk","ESSF","wk"
"2462",744951,45921,7.6,"BA",3240,35574,2001-06-20,"RSK","DSS",2001,"CWHws","CWH","ws"
"2463",255723,60645,23.2,"BL",12570,NA,2000-08-08,"RSK","DSS",2000,"SBSmc","SBS","mc"
"2464",809756,59265,23.7,"BL",2190,47450,2000-06-01,"RSK","DND",2000,"SBSmc","SBS","mc"
"2465",870970,68808,32.6,"BA",10555,35566,2001-05-01,"RSK","DKM",2001,"CWHws","CWH","ws"
"2466",870970,68808,32.6,"BA",1325,43076,2001-05-01,"RSK","DKM",2001,"CWHws","CWH","ws"
"2467",975655,88119,3.5,"BA",150,40449,2002-05-01,"RSK","DKM",2002,"CWHvh","CWH","vh"
"2468",975655,88119,3.5,"BA",315,40450,2002-05-01,"RSK","DKM",2002,"CWHvh","CWH","vh"
"2469",2437909,1162570,12.4,"BA",3450,43070,2009-06-18,"RSK","DKM",2009,"CWHws","CWH","ws"
"2470",3229834,1645874,2.7,"BA",1935,35566,2013-05-22,"RSK","DKM",2013,"CWHws","CWH","ws"
"2471",3586495,1685530,3.5,"BL",1280,40024,2017-09-04,"RSK","DSS",2017,"ICHmc","ICH","mc"
"2472",-411440012,-411440000,8.2,"BL",9000,32377,1994-08-29,"RSK","DSS",1994,"ESSFwv","ESSF","wv"
"2473",768725,28770,2.6,"BL",2850,40024,2000-05-31,"RSK","DKM",2000,"ICHvc","ICH","vc"
"2474",411833,40412,23.8,"BA",2200,35028,1995-05-01,"RSK","DKM",1995,"CWMvm","CWM","vm"
"2475",411835,40412,8.9,"BA",895,35028,1996-04-01,"RSK","DKM",1996,"CWMvm","CWM","vm"
"2476",870921,40412,1.5,"BA",90,47461,2001-05-01,"RSK","DKM",2001,"CWMvm","CWM","vm"
"2477",2456169,1323510,48.7,"BA",18100,39638,2007-06-03,"RSK","DSS",2007,"CWHws","CWH","ws"
"2478",2456169,1323510,48.7,"BL",5680,35018,2007-06-03,"RSK","DSS",2007,"CWHws","CWH","ws"
"2479",3456741,1670573,5.4,"BL",1440,39582,2017-06-17,"RSK","DSS",2017,"ICHwc","ICH","wc"
"2480",3676568,1718354,10,"BL",2190,43007,2019-05-28,"RSK","DKM",2019,"ICHvc","ICH","vc"
"2481",823337,44988,1.4,"BL",720,32366,2001-08-05,"RSK","DSS",2001,"ESSFmc","ESSF","mc"
"2482",407670,28623,72.7,"BL",70850,NA,1990-08-01,"RSK","DKM",1990,"ICHmc","ICH","mc"
"2483",2384794,1251466,3,"BL",2860,43678,2009-07-30,"RSK","DSS",2009,"SBSmc","SBS","mc"
"2484",3337976,1605619,2.7,"BL",860,47716,2015-05-27,"RSK","DSS",2015,"SBSmc","SBS","mc"
"2485",399412,63624,14,"BL",2085,40005,1999-06-01,"RSK","DSS",1999,"ICHmc","ICH","mc"
"2486",2384827,1251490,1,"BL",1520,32366,2009-06-10,"RSK","DSS",2009,"SBSmc","SBS","mc"
"2487",2161233,1200674,20.6,"BL",565,32367,2008-07-07,"RSK","DND",2008,"SBSdk","SBS","dk"
"2488",955317,75912,30.6,"BL",570,47450,2002-06-06,"RSK","DND",2002,"SBSmc","SBS","mc"
"2489",507190,50710,16.8,"BL",3080,30823,1997-05-01,"ROM","DVA",1997,"SBSmc","SBS","mc"
"2490",809660,78884,35.2,"BL",1170,47450,2000-05-01,"RSK","DND",2000,"SBSmc","SBS","mc"
"2491",975460,83801,1.3,"BA",330,40450,2002-06-01,"RSK","DKM",2002,"CWHvm","CWH","vm"
"2492",1760540,100080,21.1,"BL",13125,44927,2005-07-30,"RCB","DQU",2005,"ESSFwk","ESSF","wk"
"2493",1931587,117243,3,"BA",2430,43076,2006-05-22,"RSK","DKM",2006,"CWHws","CWH","ws"
"2494",1875626,1051965,8.7,"BL",1325,47450,2006-06-13,"RSK","DND",2006,"SBSmc","SBS","mc"
"2495",1961744,1130893,30,"BL",22449,47450,2006-07-20,"RSK","DND",2006,"SBSmc","SBS","mc"
"2496",2942308,1193570,41.7,"BA",10530,43076,2012-06-21,"RSK","DKM",2012,"CWHws","CWH","ws"
"2497",7444,-411350000,23.4,"BL",6340,35012,1994-08-22,"RSK","DSS",1994,"ESSFmc","ESSF","mc"
"2498",808952,4066,3.4,"BL",270,32377,2001-06-25,"RSK","DSS",2001,"ESSFwv","ESSF","wv"
"2499",2360777,1281770,20.3,"BL",1411,47714,2009-07-22,"RSK","DSS",2009,"SBSmc","SBS","mc"
"2500",2360777,1281770,20.3,"BL",3741,47714,2009-07-22,"RSK","DSS",2009,"SBSmc","SBS","mc"
"2501",2709691,1422312,63.8,"BL",315,47714,2011-07-15,"RSK","DSS",2011,"SBSmc","SBS","mc"
"2502",2709691,1422312,63.8,"BL",23000,47714,2011-07-15,"RSK","DSS",2011,"SBSmc","SBS","mc"
"2503",3070005,1460710,24.1,"BL",3360,53508,2013-05-30,"ROM","DPG",2013,"SBSwk","SBS","wk"
"2504",3694616,1683159,32,"BL",9630,43003,2019-06-04,"RSK","DSS",2019,"ICHwc","ICH","wc"
"2505",270721,62076,12.3,"BA",4350,41423,2000-05-18,"RSK","DKM",2000,"CWHws","CWH","ws"
"2506",2054720,1107510,13.1,"BL",2200,43011,2007-06-14,"RSK","DND",2007,"SBSmc","SBS","mc"
"2507",1737026,87908,49.7,"BL",3120,43011,2005-05-01,"RSK","DND",2005,"SBSmc","SBS","mc"
"2508",2054638,1107255,2.2,"BL",420,43011,2007-06-05,"RSK","DND",2007,"SBSmc","SBS","mc"
"2509",3263128,1559175,4,"BA",1575,40175,2015-05-18,"RSK","DKM",2015,"CWHws","CWH","ws"
"2510",409350,36438,21.6,"BA",4395,32609,1998-05-01,"RSK","DKM",1998,"CWHws","CWH","ws"
"2511",409350,36438,21.6,"BA",1350,36023,1998-05-01,"RSK","DKM",1998,"CWHws","CWH","ws"
"2512",-225080014,-225080000,25,"BL",0,NA,1990-06-01,"RSK","DKM",1990,"ICHvc","ICH","vc"
"2513",1782492,68761,47.2,"BL",12400,47968,2005-07-05,"ROM","DMK",2005,"ESSFmv","ESSF","mv"
"2514",-222520019,-222520000,11,"BL",4580,39590,1996-06-07,"RSK","DKM",1996,"ICHvc","ICH","vc"
"2515",1688964,49131,36.4,"BL",22480,47969,2004-07-01,"ROM","DMK",2004,"ESSFmv","ESSF","mv"
"2516",410801,28525,14.6,"BL",6645,32732,1997-05-01,"RSK","DKM",1997,"ICHmc","ICH","mc"
"2517",410984,28546,45,"BL",24035,32732,1995-09-01,"RSK","DKM",1995,"ICHmc","ICH","mc"
"2518",410985,28546,18,"BL",3375,39590,1997-05-01,"RSK","DKM",1997,"ICHmc","ICH","mc"
"2519",399434,63732,30.9,"BL",2700,40005,1999-06-01,"RSK","DSS",1999,"ICHmc","ICH","mc"
"2520",399434,63732,30.9,"BL",10000,40005,1999-06-01,"RSK","DSS",1999,"ICHmc","ICH","mc"
"2521",399434,63732,30.9,"BL",15665,40005,1999-06-01,"RSK","DSS",1999,"ICHmc","ICH","mc"
"2522",3352647,1575395,8.1,"BA",885,35566,2015-05-28,"RSK","DKM",2015,"CWHws","CWH","ws"
"2523",3352647,1575395,8.1,"BA",3375,35566,2015-05-28,"RSK","DKM",2015,"CWHws","CWH","ws"
"2524",3478305,1675624,87.6,"BL",11930,47715,2017-05-27,"RSK","DSS",2017,"SBSmc","SBS","mc"
"2525",3243671,1400870,11.2,"BA",843,40175,2014-05-01,"RSK","DKM",2014,"CWHws","CWH","ws"
"2526",412760,51527,2,"BA",365,40449,1998-09-01,"RSK","DKM",1998,"CWHvm","CWH","vm"
"2527",412760,51527,2,"BA",175,47460,1998-09-01,"RSK","DKM",1998,"CWHvm","CWH","vm"
"2528",407462,28816,25.7,"BL",1085,40023,1997-06-01,"RSK","DKM",1997,"ICHvc","ICH","vc"
"2529",407462,28816,25.7,"BL",10340,40025,1997-06-01,"RSK","DKM",1997,"ICHvc","ICH","vc"
"2530",886649,57490,28.4,"BL",510,47450,2001-06-07,"RSK","DND",2001,"SBSmc","SBS","mc"
"2531",282997,66949,24,"BA",8985,39638,2001-08-13,"RSK","DKM",2001,"ICHmc","ICH","mc"
"2532",412864,65855,31.9,"BA",1200,47460,1999-05-01,"RSK","DKM",1999,"CWHvm","CWH","vm"
"2533",412864,65855,31.9,"BA",11520,43078,1999-05-01,"RSK","DKM",1999,"CWHvm","CWH","vm"
"2534",2719656,1224470,1,"BA",270,39636,2011-09-20,"RSK","DKM",2011,"ICHvc","ICH","vc"
"2535",3220289,1430411,14.4,"BL",3180,40408,2013-07-07,"RCB","DQU",2013,"ESSFwk","ESSF","wk"
"2536",942509,93811,38,"BA",9125,47460,2002-05-01,"RSK","DKM",2002,"CWHws","CWH","ws"
"2537",942509,93811,38,"BA",5700,47461,2002-05-01,"RSK","DKM",2002,"CWHws","CWH","ws"
"2538",480531,8324,5,"BL",5509,39074,1997-07-01,"RCB","DQU",1997,"ESSFwk","ESSF","wk"
"2539",768712,28758,14.7,"BL",8890,43004,2000-06-02,"RSK","DKM",2000,"ICHvc","ICH","vc"
"2540",681378,48923,1.7,"BA",1050,43076,1999-09-01,"RSK","DKM",1999,"CWHws","CWH","ws"
"2541",3661591,1650767,7.8,"BA",3180,41436,2019-09-25,"RSK","DKM",2019,"CWHws","CWH","ws"
"2542",401265,31273,41,"BL",20760,32367,1998-07-01,"RSK","DSS",1998,"ESSFmc","ESSF","mc"
"2543",401293,31279,32.7,"BL",23170,32367,1997-07-01,"RSK","DSS",1997,"ESSFmc","ESSF","mc"
"2544",2599720,1275513,40.7,"BL",5280,47714,2010-06-20,"RSK","DND",2010,"SBSmc","SBS","mc"
"2545",3244065,1524669,34.7,"BL",7560,47716,2014-06-13,"RSK","DND",2014,"ESSFmc","ESSF","mc"
"2546",407651,28620,49.3,"BL",50020,14656,1991-08-01,"RSK","DKM",1991,"ICHmc","ICH","mc"
"2547",748345,60056,12.4,"BL",2040,43010,1999-07-01,"RSK","DND",1999,"SBSmc","SBS","mc"
"2548",1642716,112965,38.9,"BL",3620,43011,2004-06-01,"RSK","DND",2004,"ESSFmc","ESSF","mc"
"2549",1642716,112965,38.9,"BL",14672,43011,2004-06-01,"RSK","DND",2004,"ESSFmc","ESSF","mc"
"2550",2669810,83179,27.9,"BL",1200,43254,2011-06-23,"ROM","DPG",2011,"SBSvk","SBS","vk"
"2551",2669810,83179,27.9,"BL",5040,43254,2011-06-23,"ROM","DPG",2011,"SBSvk","SBS","vk"
"2552",2976038,1457814,12.7,"BA",6520,41423,2013-06-12,"RSK","DKM",2013,"CWHws","CWH","ws"
"2553",411183,28572,17,"BL",800,39592,1995-05-01,"RSK","DKM",1995,"ICHmc","ICH","mc"
"2554",3285960,1604035,4.7,"BL",915,47716,2015-05-09,"RSK","DSS",2015,"SBSmc","SBS","mc"
"2555",3383141,1668245,74.8,"BL",37360,47714,2016-07-25,"RSK","DSS",2016,"ESSFmc","ESSF","mc"
"2556",741715,16569,8.8,"BL",4000,47446,2000-08-15,"RSK","DSS",2000,"ICHmc","ICH","mc"
"2557",411044,28554,25,"BL",3445,32732,1995-09-01,"RSK","DKM",1995,"ICHmc","ICH","mc"
"2558",835258,28600,0.5,"BL",370,39590,2001-05-01,"RSK","DKM",2001,"ICHvc","ICH","vc"
"2559",507209,50717,0.9,"BL",1200,30823,1997-05-01,"ROM","DVA",1997,"SBSmc","SBS","mc"
"2560",2858260,104448,44.6,"BL",8385,32366,2004-07-22,"RSK","DSS",2004,"ESSFmc","ESSF","mc"
"2561",3337970,1605589,5.9,"BL",1980,47716,2015-05-27,"RSK","DSS",2015,"SBSmc","SBS","mc"
"2562",498491,16069,61.9,"BL",1320,43011,1998-06-01,"RSK","DND",1998,"ESSFmc","ESSF","mc"
"2563",498491,16069,61.9,"BL",13780,43010,1998-06-01,"RSK","DND",1998,"ESSFmc","ESSF","mc"
"2564",1866647,109045,10,"BA",1260,39585,2006-06-21,"RSK","DKM",2006,"ICHmc","ICH","mc"
"2565",411854,40414,17.3,"BA",3595,43078,1997-05-01,"RSK","DKM",1997,"CWHvm","CWH","vm"
"2566",411854,40414,17.3,"BA",1355,43077,1997-05-01,"RSK","DKM",1997,"CWHvm","CWH","vm"
"2567",411854,40414,17.3,"BA",220,35028,1997-05-01,"RSK","DKM",1997,"CWHvm","CWH","vm"
"2568",841547,74015,4.3,"BA",270,40450,2001-04-01,"RSK","DKM",2001,"CWHvm","CWH","vm"
